entity_type	metadata_tag	vfx_filter	sound_event_battle_start	sound_event_battle_stop	sound_event_campaign_start	culling_distance_override	sound_event_campaign_stop
wh2_dlc11_cst_mourngul_LH	Melee_Weapon_Claw_Mourngul	0	Battle_Individual_Melee_Weapon_Claw_Huge_Impact		Campaign_Individual_Melee_Weapon_Claw_Large_Impact	80.0000	
wh_dlc_nor_skin_wolves	Melee_Weapon_Hit_Primary	0	Battle_Individual_Melee_Weapon_Claw_Large_Impact		Campaign_Individual_Melee_Weapon_Claw_Large_Impact	80.0000	
wh_dlc_nor_skin_wolves_LH	Melee_Weapon_Hit_Primary	0	Battle_Individual_Melee_Weapon_Claw_Large_Impact		Campaign_Individual_Melee_Weapon_Claw_Large_Impact	80.0000	
wh2_dlc14_def_medusa	Melee_Weapon_Impact_Ground_Huge_Positional	0	Battle_Individual_Melee_Weapon_Impact_Ground_Large			200.0000	
wh3_sla_fiend_of_slaanesh	Melee_Weapon_Impact_Ground_Large	0	Battle_Individual_Melee_Fiend_Tail_Impact_Ground_Large			100.0000	
wh_dlc_nor_skin_wolves	Melee_Weapon_Impact_Ground_Medium	0	Battle_Individual_Melee_Weapon_Impact_Ground_Large		Campaign_Individual_Melee_Weapon_Impact_Ground_Large	200.0000	
wh_dlc_nor_skin_wolves_LH	Melee_Weapon_Impact_Ground_Medium	0	Battle_Individual_Melee_Weapon_Impact_Ground_Large		Campaign_Individual_Melee_Weapon_Impact_Ground_Large	200.0000	
wh_vargheist	Melee_Weapon_Impact_Ground_Medium	0				0.0000	
wh2_dlc11_cst_mourngul_LH	Melee_Weapon_Impact_Ground_Mourngul	0	Battle_Individual_Melee_Weapon_Impact_Ground_Large		Campaign_Individual_Melee_Weapon_Impact_Ground_Large	200.0000	
wh_vargheist	Melee_Weapon_Impact_Ground_Small_Heavy	0				0.0000	
wh2_dlc11_necrofex_colossus	Melee_Weapon_Necrofex_Colossus_Flamethrower_Idle_Loop	0				0.0000	
wh3_sla_exalted_keeper_of_secrets_LORD	Melee_Weapon_Nkari_Claw_Impact_Ground	0	Battle_Individual_Melee_Weapon_Keeper_of_Secrets_Talon_Impact_Ground			0.0000	
wh3_sla_keeper_of_secrets	Melee_Weapon_Nkari_Claw_Impact_Ground	0	Battle_Individual_Melee_Weapon_Keeper_of_Secrets_Talon_Impact_Ground			0.0000	
wh3_sla_exalted_keeper_of_secrets_LORD	Melee_Weapon_Nkari_Claw_Impact	0	Battle_Individual_Melee_Weapon_Keeper_of_Secrets_Talon_Impact		Campaign_Individual_Melee_Weapon_Keeper_of_Secrets_Talon_Impact	0.0000	
wh3_sla_keeper_of_secrets	Melee_Weapon_Nkari_Claw_Impact	0	Battle_Individual_Melee_Weapon_Keeper_of_Secrets_Talon_Impact			0.0000	
wh3_sla_exalted_keeper_of_secrets_LORD	Melee_Weapon_Nkari_Claw_Whoosh	0	Battle_Individual_Melee_Weapon_Keeper_of_Secrets_Claw_Whoosh		Campaign_Individual_Melee_Weapon_Keeper_of_Secrets_Claw_Whoosh	0.0000	
wh3_sla_keeper_of_secrets	Melee_Weapon_Nkari_Claw_Whoosh	0	Battle_Individual_Melee_Weapon_Keeper_of_Secrets_Claw_Whoosh			0.0000	
wh3_sla_exalted_keeper_of_secrets_LORD	Melee_Weapon_Nkari_Sword_Impact	0	Battle_Individual_Melee_Weapon_Keeper_of_Secrets_Spear_Impact			0.0000	
wh3_sla_keeper_of_secrets	Melee_Weapon_Nkari_Sword_Impact	0	Battle_Individual_Melee_Weapon_Keeper_of_Secrets_Sword_Impact			0.0000	
wh3_sla_exalted_keeper_of_secrets_LORD	Melee_Weapon_Nkari_Sword_Whoosh	0	Battle_Individual_Melee_Weapon_Keeper_of_Secrets_Spear_Whoosh		Campaign_Individual_Melee_Weapon_Keeper_of_Secrets_Spear_Whoosh	0.0000	
wh3_sla_keeper_of_secrets	Melee_Weapon_Nkari_Sword_Whoosh	0	Battle_Individual_Melee_Weapon_Keeper_of_Secrets_Sword_Whoosh			0.0000	
wh3_nur_nurgling_swarm	Melee_Weapon_Nurgle_Large_Slap	0	Battle_Individual_Melee_Nurgle_Small_Slap			70.0000	
wh3_main_ogr_maneater_base	Melee_Weapon_Ogre_Sweetener	0	Battle_Individual_Melee_Weapon_Ogre_Sweetener			80.0000	
wh3_ogr_butcher_LH	Melee_Weapon_Ogre_Sweetener	0	Battle_Individual_Melee_Weapon_Ogre_Sweetener			80.0000	
wh3_ogr_irongut	Melee_Weapon_Ogre_Sweetener	0	Battle_Individual_Melee_Weapon_Ogre_Sweetener			80.0000	
wh3_ogr_maneater	Melee_Weapon_Ogre_Sweetener	0	Battle_Individual_Melee_Weapon_Ogre_Sweetener			80.0000	
wh3_ogr_maneater_great_weapon	Melee_Weapon_Ogre_Sweetener	0	Battle_Individual_Melee_Weapon_Ogre_Sweetener			80.0000	
wh3_ogr_maneater_ironfists	Melee_Weapon_Ogre_Sweetener	0	Battle_Individual_Melee_Weapon_Ogre_Sweetener			80.0000	
wh3_ogr_maneater_pistol	Melee_Weapon_Ogre_Sweetener	0	Battle_Individual_Melee_Weapon_Ogre_Sweetener			80.0000	
wh3_ogr_maneater_sword_and_spear	Melee_Weapon_Ogre_Sweetener	0	Battle_Individual_Melee_Weapon_Ogre_Sweetener			80.0000	
wh3_ogr_slaughtermaster_LORD	Melee_Weapon_Ogre_Sweetener	0	Battle_Individual_Melee_Weapon_Ogre_Sweetener			80.0000	
wh3_ogr_tyrant_LORD	Melee_Weapon_Ogre_Sweetener	0	Battle_Individual_Melee_Weapon_Ogre_Sweetener			80.0000	
wh3_ogr_units	Melee_Weapon_Ogre_Sweetener	0	Battle_Individual_Melee_Weapon_Ogre_Sweetener			80.0000	
wh2_dlc12_ripperdactyl	Melee_Weapon_Whip_Flail_Fast	0				0.0000	
wh2_dlc12_ripperdactyl_LH	Melee_Weapon_Whip_Flail_Fast	0				0.0000	
wh2_dlc12_ripperdactyl	Melee_Weapon_Whip_Flail_Slow	0				0.0000	
wh2_dlc12_ripperdactyl_LH	Melee_Weapon_Whip_Flail_Slow	0				0.0000	
wh3_dlc20_dae_kho_chaos_exalted_hero	Persistent_DLC20_Hero_Of_Khorne_Fire_Axe_Loop	0	Battle_Individual_Persistent_Fire_Weapon_Khorne_Loop_Start	Battle_Individual_Persistent_Fire_Weapon_Khorne_Loop_Stop	Campaign_IND_Magic_Persistent_Flame_Sword_Loop_Start	30.0000	Campaign_IND_Magic_Persistent_Flame_Sword_Loop_Stop
wh3_dlc20_dae_kho_chaos_lord	Persistent_DLC20_Hero_Of_Khorne_Fire_Axe_Loop	0	Battle_Individual_Persistent_Fire_Weapon_Khorne_Loop_Start	Battle_Individual_Persistent_Fire_Weapon_Khorne_Loop_Stop	Campaign_IND_Magic_Persistent_Flame_Sword_Loop_Start	30.0000	Campaign_IND_Magic_Persistent_Flame_Sword_Loop_Stop
wh3_dlc20_dae_kho_chaos_exalted_hero	Persistent_DLC20_Hero_Of_Khorne_Fire_Axe_Movement	0	Battle_Individual_Persistent_Fire_Weapon_Khorne_Movement			30.0000	
wh3_dlc20_dae_kho_chaos_lord	Persistent_DLC20_Hero_Of_Khorne_Fire_Axe_Movement	0	Battle_Individual_Persistent_Fire_Weapon_Khorne_Movement			30.0000	
wh3_kho_herald_LORD	Persistent_DLC20_Hero_Of_Khorne_Fire_Axe_Movement	0	Battle_Individual_Persistent_Fire_Weapon_Khorne_Movement			30.0000	
wh2_dlc11_cst_rotting_prometheans	Persistent_Vocalisation_Rotting_Leviathan	0	Battle_Individual_Vocalisation_Rotting_Prometheans_Persistent		Campaign_Individual_Vocalisation_Rotting_Prometheans_Persistent	200.0000	
wh2_dlc17_lzd_Oxyotl_LORD	Projectile_Blowpipe_Release	0	Battle_Individual_Small_Arms_DLC17_Oxyotl_Golden_Blowpipe_Fire			50.0000	
wh2_dlc14_skaven_sorcerer_LH	Special_Effects_Hellpit_Electricity_Impact	0				0.0000	
wh2_dlc14_skaven_sorcerer_LH	Special_Effects_Hellpit_Electricity	0				0.0000	
wh_spider_small	Spider_Large_Wooden_Frame_Creaks	0	Battle_Structure_Parts_Spider_Small_Wooden_Frame_Creaks			0.0000	
wh_spider_large	Spider_Small_Wooden_Frame_Creaks	0	Battle_Structure_Parts_Spider_Large_Wooden_Frame_Creaks			0.0000	
wh3_nur_rot_fly	Vocalisation_Beast_Of_Nurgle_Melee_Belly_Bite	0	Battle_Individual_Foley_Rotfly_Melee_Bite			60.0000	
wh3_kho_bloodreaper_LORD	Vocalisation_Bloodletter_Death	0	Battle_Individual_Vocalisation_Bloodreaper_Death		Campaign_Individual_Vocalisation_Bloodreaper_Death	120.0000	
wh3_kho_herald_LORD	Vocalisation_Bloodletter_Death	0	Battle_Individual_Vocalisation_Khorne_Herald_Death		Campaign_Individual_Vocalisation_Khorne_Herald_Death	120.0000	
wh3_kho_bloodreaper_LORD	Vocalisation_Bloodletter_Idle_Grunt	0	Battle_Individual_Vocalisation_Bloodreaper_Idle_Grunt		Campaign_Individual_Vocalisation_Bloodreaper_Idle_Grunt	120.0000	
wh3_kho_herald_LORD	Vocalisation_Bloodletter_Idle_Grunt	0	Battle_Individual_Vocalisation_Khorne_Herald_Idle_Grunt		Campaign_Individual_Vocalisation_Khorne_Herald_Idle_Grunt	120.0000	
wh3_kho_bloodreaper_LORD	Vocalisation_Bloodletter_Idle_Snarl	0	Battle_Individual_Vocalisation_Bloodreaper_Idle_Snarl		Campaign_Individual_Vocalisation_Bloodreaper_Idle_Snarl	120.0000	
wh3_kho_herald_LORD	Vocalisation_Bloodletter_Idle_Snarl	0	Battle_Individual_Vocalisation_Khorne_Herald_Idle_Snarl			120.0000	
wh3_kho_bloodreaper_LORD	Vocalisation_Bloodletter_Jump	0	Battle_Individual_Vocalisation_Bloodreaper_Jump			120.0000	
wh3_kho_herald_LORD	Vocalisation_Bloodletter_Jump	0	Battle_Individual_Vocalisation_Khorne_Herald_Jump			120.0000	
wh3_kho_bloodreaper_LORD	Vocalisation_Bloodletter_Land	0	Battle_Individual_Vocalisation_Bloodreaper_Land			120.0000	
wh3_kho_herald_LORD	Vocalisation_Bloodletter_Land	0	Battle_Individual_Vocalisation_Khorne_Herald_Land			120.0000	
wh3_kho_bloodreaper_LORD	Vocalisation_Bloodletter_Melee_Swing_Long	0	Battle_Individual_Vocalisation_Bloodreaper_Melee_Swing_Long			120.0000	
wh3_kho_herald_LORD	Vocalisation_Bloodletter_Melee_Swing_Long	0	Battle_Individual_Vocalisation_Khorne_Herald_Melee_Swing_Long			120.0000	
wh3_kho_bloodreaper_LORD	Vocalisation_Bloodletter_Melee_Swing_Short	0	Battle_Individual_Vocalisation_Bloodreaper_Melee_Swing_Short			120.0000	
wh3_kho_herald_LORD	Vocalisation_Bloodletter_Melee_Swing_Short	0	Battle_Individual_Vocalisation_Khorne_Herald_Melee_Swing_Short		Campaign_Individual_Vocalisation_Khorne_Herald_Melee_Swing	120.0000	
wh3_kho_bloodreaper_LORD	Vocalisation_Bloodletter_Melee_Swing_Up	0	Battle_Individual_Vocalisation_Bloodreaper_Melee_Swing_Up			120.0000	
wh3_kho_herald_LORD	Vocalisation_Bloodletter_Melee_Swing_Up	0	Battle_Individual_Vocalisation_Khorne_Herald_Melee_Swing_Up			120.0000	
wh3_kho_bloodreaper_LORD	Vocalisation_Bloodletter_Pain	0	Battle_Individual_Vocalisation_Bloodreaper_Pain		Campaign_Individual_Vocalisation_Bloodreaper_Pain	120.0000	
wh3_kho_herald_LORD	Vocalisation_Bloodletter_Pain	0	Battle_Individual_Vocalisation_Khorne_Herald_Pain		Campaign_Individual_Vocalisation_Khorne_Herald_Pain	120.0000	
wh3_kho_bloodreaper_LORD	Vocalisation_Bloodletter_Push_Pull	0	Battle_Individual_Vocalisation_Bloodreaper_Push_Pull			120.0000	
wh3_kho_herald_LORD	Vocalisation_Bloodletter_Push_Pull	0	Battle_Individual_Vocalisation_Khorne_Herald_Push_Pull			120.0000	
wh3_kho_bloodreaper_LORD	Vocalisation_Bloodletter_Release	0	Battle_Individual_Vocalisation_Bloodreaper_Release			120.0000	
wh3_kho_herald_LORD	Vocalisation_Bloodletter_Release	0	Battle_Individual_Vocalisation_Khorne_Herald_Release			120.0000	
wh3_kho_bloodreaper_LORD	Vocalisation_Bloodletter_Roar_Long	0	Battle_Individual_Vocalisation_Bloodreaper_Roar_Long			120.0000	
wh3_kho_herald_LORD	Vocalisation_Bloodletter_Roar_Long	0	Battle_Individual_Vocalisation_Khorne_Herald_Roar_Long			120.0000	
wh3_kho_bloodreaper_LORD	Vocalisation_Bloodletter_Roar	0	Battle_Individual_Vocalisation_Bloodreaper_Roar		Campaign_Individual_Vocalisation_Bloodreaper_Roar	120.0000	
wh3_kho_herald_LORD	Vocalisation_Bloodletter_Roar	0	Battle_Individual_Vocalisation_Khorne_Herald_Roar		Campaign_Individual_Vocalisation_Khorne_Herald_Roar	120.0000	
wh3_kho_bloodreaper_LORD	Vocalisation_Bloodletter_Scream	0	Battle_Individual_Vocalisation_Bloodreaper_Scream		Campaign_Individual_Vocalisation_Bloodreaper_Scream	120.0000	
wh3_kho_herald_LORD	Vocalisation_Bloodletter_Scream	0	Battle_Individual_Vocalisation_Khorne_Herald_Scream		Campaign_Individual_Vocalisation_Khorne_Herald_Scream	120.0000	
wh3_kho_bloodreaper_LORD	Vocalisation_Bloodletter_Snarl	0	Battle_Individual_Vocalisation_Bloodreaper_Snarl			120.0000	
wh3_kho_herald_LORD	Vocalisation_Bloodletter_Snarl	0	Battle_Individual_Vocalisation_Khorne_Herald_Snarl		Campaign_Individual_Vocalisation_Khorne_Herald_Snarl	120.0000	
wh3_kho_bloodreaper_LORD	Vocalisation_Bloodletter_Tense	0	Battle_Individual_Vocalisation_Bloodreaper_Tense			120.0000	
wh3_kho_herald_LORD	Vocalisation_Bloodletter_Tense	0	Battle_Individual_Vocalisation_Khorne_Herald_Tense			120.0000	
wh3_kho_exalted_bloodthirster_LORD	Vocalisation_Bloodthirster_Attack_04	0	Battle_Individual_Vocalisation_Exalted_Bloodthirster_Attack_04			350.0000	
wh3_kho_exalted_bloodthirster_LORD	Vocalisation_Bloodthirster_Death_02	0	Battle_Individual_Vocalisation_Exalted_Bloodthirster_Death_02			350.0000	
wh3_dae_belakor_LORD	Vocalisation_Bloodthirster_Death	0	Battle_Individual_Vocalisation_Belakor_death		Campaign_Individual_Vocalisation_Belakor_death	350.0000	
wh3_dae_daemon_prince_LORD	Vocalisation_Bloodthirster_Death	0	Battle_Individual_Vocalisation_daemonprince_death		Campaign_Individual_Vocalisation_daemonprince_death	350.0000	
wh3_kho_exalted_bloodthirster_LORD	Vocalisation_Bloodthirster_Death	0	Battle_Individual_Vocalisation_Exalted_Bloodthirster_Death		Campaign_Individual_Vocalisation_Exalted_Bloodthirster_Death	350.0000	
wh3_kho_skarbrand_LORD	Vocalisation_Bloodthirster_Death	0	Battle_Individual_Vocalisation_skarbrand_death		Campaign_Individual_Vocalisation_skarbrand_death	350.0000	
wh3_kho_exalted_bloodthirster_LORD	Vocalisation_Bloodthirster_Idle_Grunt	0	Battle_Individual_Vocalisation_Exalted_Bloodthirster_Idle_Grunt			350.0000	
wh3_kho_skarbrand_LORD	Vocalisation_Bloodthirster_Idle_Grunt	0	Battle_Individual_Vocalisation_skarbrand_idle_grunt		Campaign_Individual_Vocalisation_skarbrand_idle_grunt	350.0000	
wh3_kho_exalted_bloodthirster_LORD	Vocalisation_Bloodthirster_Idle_Snarl	0	Battle_Individual_Vocalisation_Exalted_Bloodthirster_Idle_Snarl			350.0000	
wh3_kho_skarbrand_LORD	Vocalisation_Bloodthirster_Idle_Snarl	0	Battle_Individual_Vocalisation_skarbrand_idle_snarl		Campaign_Individual_Vocalisation_skarbrand_idle_snarl	350.0000	
wh3_dae_belakor_LORD	Vocalisation_Bloodthirster_Melee_Long	0	Battle_Individual_Vocalisation_Belakor_melee_swing_short		Campaign_Individual_Vocalisation_Belakor_melee_swing_short	350.0000	
wh3_dae_daemon_prince_LORD	Vocalisation_Bloodthirster_Melee_Long	0	Battle_Individual_Vocalisation_daemonprince_melee_swing_short		Campaign_Individual_Vocalisation_daemonprince_melee_swing_up	350.0000	
wh3_kho_exalted_bloodthirster_LORD	Vocalisation_Bloodthirster_Melee_Long	0	Battle_Individual_Vocalisation_Exalted_Bloodthirster_Melee_Swing_Long		Campaign_Individual_Vocalisation_Exalted_Bloodthirster_Melee_Swing_Long	350.0000	
wh3_kho_skarbrand_LORD	Vocalisation_Bloodthirster_Melee_Long	0	Battle_Individual_Vocalisation_skarbrand_melee_swing_long			350.0000	
wh3_kho_exalted_bloodthirster_LORD	Vocalisation_Bloodthirster_Melee_Short	0	Battle_Individual_Vocalisation_Exalted_Bloodthirster_Melee_Swing_Short			350.0000	
wh3_kho_skarbrand_LORD	Vocalisation_Bloodthirster_Melee_Short	0	Battle_Individual_Vocalisation_skarbrand_melee_swing_short		Campaign_Individual_Vocalisation_skarbrand_melee_swing	350.0000	
wh3_kho_exalted_bloodthirster_LORD	Vocalisation_Bloodthirster_Melee_Up	0	Battle_Individual_Vocalisation_Exalted_Bloodthirster_Melee_Swing_Up			350.0000	
wh3_kho_skarbrand_LORD	Vocalisation_Bloodthirster_Melee_Up	0	Battle_Individual_Vocalisation_skarbrand_melee_swing_up		Campaign_Individual_Vocalisation_skarbrand_melee_swing_up	350.0000	
wh3_dae_belakor_LORD	Vocalisation_Bloodthirster_Pain	0	Battle_Individual_Vocalisation_Belakor_pain		Campaign_Individual_Vocalisation_Belakor_pain	350.0000	
wh3_dae_daemon_prince_LORD	Vocalisation_Bloodthirster_Pain	0	Battle_Individual_Vocalisation_daemonprince_pain		Campaign_Individual_Vocalisation_daemonprince_pain	350.0000	
wh3_kho_exalted_bloodthirster_LORD	Vocalisation_Bloodthirster_Pain	0	Battle_Individual_Vocalisation_Exalted_Bloodthirster_Pain		Campaign_Individual_Vocalisation_Exalted_Bloodthirster_Pain	350.0000	
wh3_kho_skarbrand_LORD	Vocalisation_Bloodthirster_Pain	0	Battle_Individual_Vocalisation_skarbrand_pain			350.0000	
wh3_kho_exalted_bloodthirster_LORD	Vocalisation_Bloodthirster_Release	0	Battle_Individual_Vocalisation_Exalted_Bloodthirster_Release			350.0000	
wh3_kho_skarbrand_LORD	Vocalisation_Bloodthirster_Release	0	Battle_Individual_Vocalisation_skarbrand_release			350.0000	
wh3_kho_exalted_bloodthirster_LORD	Vocalisation_Bloodthirster_Roar_Fire_Long	0	Battle_Individual_Vocalisation_Exalted_Bloodthirster_Roar_Fire_Long			350.0000	
wh3_kho_skarbrand_LORD	Vocalisation_Bloodthirster_Roar_Fire_Long	0	Battle_Individual_Vocalisation_skarbrand_roar_fire_long			350.0000	
wh3_dae_belakor_LORD	Vocalisation_Bloodthirster_Roar_Fire_Short	0	Battle_Individual_Vocalisation_Belakor_snarl		Campaign_Individual_Vocalisation_Belakor_snarl	350.0000	
wh3_dae_daemon_prince_LORD	Vocalisation_Bloodthirster_Roar_Fire_Short	0	Battle_Individual_Vocalisation_daemonprince_snarl		Campaign_Individual_Vocalisation_daemonprince_idle_snarl	3580.0000	
wh3_kho_exalted_bloodthirster_LORD	Vocalisation_Bloodthirster_Roar_Fire_Short	0	Battle_Individual_Vocalisation_Exalted_Bloodthirster_Roar_Fire_Short			350.0000	
wh3_kho_skarbrand_LORD	Vocalisation_Bloodthirster_Roar_Fire_Short	0	Battle_Individual_Vocalisation_skarbrand_roar_fire_short		Campaign_Individual_Vocalisation_skarbrand_roar_fire_short	350.0000	
wh3_kho_exalted_bloodthirster_LORD	Vocalisation_Bloodthirster_Roar_Fire	0	Battle_Individual_Vocalisation_Exalted_Bloodthirster_Roar_Fire			350.0000	
wh3_kho_skarbrand_LORD	Vocalisation_Bloodthirster_Roar_Fire	0	Battle_Individual_Vocalisation_skarbrand_roar_fire		Campaign_Individual_Vocalisation_skarbrand_roar_fire	350.0000	
wh3_kho_exalted_bloodthirster_LORD	Vocalisation_Bloodthirster_Roar_Long	0	Battle_Individual_Vocalisation_Exalted_Bloodthirster_Roar_Long			350.0000	
wh3_kho_skarbrand_LORD	Vocalisation_Bloodthirster_Roar_Long	0	Battle_Individual_Vocalisation_skarbrand_roar_long			350.0000	
wh3_dae_belakor_LORD	Vocalisation_Bloodthirster_Roar	0	Battle_Individual_Vocalisation_Belakor_snarl		Campaign_Individual_Vocalisation_Belakor_snarl	350.0000	
wh3_dae_daemon_prince_LORD	Vocalisation_Bloodthirster_Roar	0	Battle_Individual_Vocalisation_daemonprince_snarl		Campaign_Individual_Vocalisation_daemonprince_roar	350.0000	
wh3_kho_exalted_bloodthirster_LORD	Vocalisation_Bloodthirster_Roar	0	Battle_Individual_Vocalisation_Exalted_Bloodthirster_Roar		Campaign_Individual_Vocalisation_Exalted_Bloodthirster_Roar	350.0000	
wh3_kho_skarbrand_LORD	Vocalisation_Bloodthirster_Roar	0	Battle_Individual_Vocalisation_skarbrand_roar		Campaign_Individual_Vocalisation_skarbrand_roar	350.0000	
wh3_dae_belakor_LORD	Vocalisation_Bloodthirster_Scream	0	Battle_Individual_Vocalisation_Belakor_scream		Campaign_Individual_Vocalisation_Belakor_scream	350.0000	
wh3_dae_daemon_prince_LORD	Vocalisation_Bloodthirster_Scream	0	Battle_Individual_Vocalisation_daemonprince_scream		Campaign_Individual_Vocalisation_daemonprince_scream	0.0000	
wh3_kho_exalted_bloodthirster_LORD	Vocalisation_Bloodthirster_Scream	0	Battle_Individual_Vocalisation_Exalted_Bloodthirster_Scream		Campaign_Individual_Vocalisation_Exalted_Bloodthirster_Scream	350.0000	
wh3_kho_skarbrand_LORD	Vocalisation_Bloodthirster_Scream	0	Battle_Individual_Vocalisation_skarbrand_scream		Campaign_Individual_Vocalisation_skarbrand_scream	350.0000	
wh3_kho_exalted_bloodthirster_LORD	Vocalisation_Bloodthirster_Tense	0	Battle_Individual_Vocalisation_Exalted_Bloodthirster_Tense			350.0000	
wh3_kho_skarbrand_LORD	Vocalisation_Bloodthirster_Tense	0	Battle_Individual_Vocalisation_skarbrand_tense			350.0000	
wh3_dae_sla_warrior	Vocalisation_Chaos_Death	0	Battle_Individual_Vocalisation_Hellstrider_Death			120.0000	
wh3_dae_tze_warrior	Vocalisation_Chaos_Death	0	Battle_Individual_Vocalisation_Tzeentch_Enlightened_Knights_Death			120.0000	
wh3_dae_tze_warrior_lance	Vocalisation_Chaos_Death	0	Battle_Individual_Vocalisation_Tzeentch_Enlightened_Knights_Death			120.0000	
wh3_dlc20_dae_kho_chaos_exalted_hero	Vocalisation_Chaos_Death	0	Battle_Individual_Vocalisation_Exalted_Hero_of_Khorne_Death		Campaign_Individual_Vocalisation_Exalted_Hero_of_Khorne_Death	120.0000	
wh3_dlc20_dae_kho_chaos_lord	Vocalisation_Chaos_Death	0	Battle_Individual_Vocalisation_Lord_of_Khorne_Death		Play_Campaign_Individual_Vocalisation_Lord_of_Khorne_Death	120.0000	
wh3_dlc20_dae_nur_chaos_exalted_hero	Vocalisation_Chaos_Death	0	Battle_Individual_Vocalisation_Exalted_Hero_of_Nurgle_Death		Campaign_Individual_Vocalisation_Exalted_Hero_of_Nurgle_Death	120.0000	
wh3_dlc20_dae_nur_chaos_sorcerer_LORD	Vocalisation_Chaos_Death	0	Battle_Individual_Vocalisation_Lord_of_Nurgle_Death		Campaign_Individual_Vocalisation_Lord_of_Nurgle_Death	120.0000	
wh3_dlc20_dae_sla_chaos_lord	Vocalisation_Chaos_Death	0	Battle_Individual_Vocalisation_Lord_of_Slaanesh_Death		Campaign_Individual_Vocalisation_Lord_of_Slaanesh_Death	120.0000	
wh3_dlc20_dae_sla_chaos_sorcerer_LH	Vocalisation_Chaos_Death	0	Battle_Individual_Vocalisation_Sorcerer_of_Slaanesh_Death		Campaign_Individual_Vocalisation_Sorcerer_of_Slaanesh_Death	120.0000	
wh3_dlc20_dae_sla_chaos_sorcerer_shadows_LH	Vocalisation_Chaos_Death	0	Battle_Individual_Vocalisation_Sorcerer_of_Slaanesh_Death		Campaign_Individual_Vocalisation_Sorcerer_of_Slaanesh_Death	120.0000	
wh3_dlc20_dae_tze_chaos_sorcerer_LH	Vocalisation_Chaos_Death	0	Battle_Individual_Vocalisation_Sorcerer_of_Tzeentch_Death		Campaign_Individual_Vocalisation_Sorcerer_of_Tzeentch_Death	120.0000	
wh3_dlc20_dae_tze_chaos_sorcerer_LORD	Vocalisation_Chaos_Death	0	Battle_Individual_Vocalisation_Sorcerer_Lord_of_Tzeentch_Death		Campaign_Individual_Vocalisation_Sorcerer_Lord_of_Tzeentch_Death	120.0000	
wh3_dlc20_dae_tze_chaos_sorcerer_metal_LH	Vocalisation_Chaos_Death	0	Battle_Individual_Vocalisation_Sorcerer_of_Tzeentch_Death		Campaign_Individual_Vocalisation_Sorcerer_of_Tzeentch_Death	120.0000	
wh3_dlc20_dae_tze_chaos_sorcerer_metal_LORD	Vocalisation_Chaos_Death	0	Battle_Individual_Vocalisation_Sorcerer_Lord_of_Tzeentch_Death		Campaign_Individual_Vocalisation_Sorcerer_Lord_of_Tzeentch_Death	120.0000	
wh3_dlc24_tze_aekold_hellbrass_LH	Vocalisation_Chaos_Death	0	Battle_Individual_Vocalisation_Aekold_Hellbrass_death			120.0000	
wh3_kho_chaos_warrior	Vocalisation_Chaos_Death	0	Battle_Individual_Vocalisation_Khorne_Chaos_Warrior_Death			120.0000	
wh3_kho_cultist_LH	Vocalisation_Chaos_Death	0	Battle_Individual_Vocalisation_Khorne_Cultist_Death			120.0000	
wh3_ksl_boyar_LH	Vocalisation_Chaos_Death	0	Battle_Individual_Vocalisation_Boyar_Death			120.0000	
wh3_ksl_human_male	Vocalisation_Chaos_Death	0	Battle_Individual_Vocalisation_Human_Male_Kislev_Death			120.0000	
wh3_pro11_chs_harald_hammerstorm_LH	Vocalisation_Chaos_Death	0	Battle_Individual_Vocalisation_Harald_Hammerstorm_death		Campaign_Individual_Vocalisation_Harald_Hammerstorm_death	120.0000	
wh_vmp_krell_LH	Vocalisation_Chaos_Death	0	Battle_Individual_Vocalisation_Krell_Scream			120.0000	
wh3_dae_sla_warrior	Vocalisation_Chaos_Idle_Melee_Swing	0	Battle_Individual_Vocalisation_Hellstrider_Idle_Melee_Swing			120.0000	
wh3_dae_tze_warrior	Vocalisation_Chaos_Idle_Melee_Swing	0	Battle_Individual_Vocalisation_Tzeentch_Enlightened_Knights_Idle_Melee_Swing			120.0000	
wh3_dae_tze_warrior_lance	Vocalisation_Chaos_Idle_Melee_Swing	0	Battle_Individual_Vocalisation_Tzeentch_Enlightened_Knights_Idle_Melee_Swing			120.0000	
wh3_dlc20_dae_kho_chaos_exalted_hero	Vocalisation_Chaos_Idle_Melee_Swing	0	Battle_Individual_Vocalisation_Exalted_Hero_of_Khorne_Idle_Melee_swing			120.0000	
wh3_dlc20_dae_kho_chaos_lord	Vocalisation_Chaos_Idle_Melee_Swing	0	Battle_Individual_Vocalisation_Lord_of_Khorne_Idle_Melee_Swing			120.0000	
wh3_dlc20_dae_nur_chaos_exalted_hero	Vocalisation_Chaos_Idle_Melee_Swing	0	Battle_Individual_Vocalisation_Exalted_Hero_of_Nurgle_Melee_Swing_Short			120.0000	
wh3_dlc20_dae_nur_chaos_sorcerer_LORD	Vocalisation_Chaos_Idle_Melee_Swing	0	Battle_Individual_Vocalisation_Lord_of_Nurgle_Idle_Melee_Swing		Campaign_Individual_Vocalisation_Lord_of_Nurgle_Idle_Melee_Swing	120.0000	
wh3_dlc20_dae_sla_chaos_lord	Vocalisation_Chaos_Idle_Melee_Swing	0	Battle_Individual_Vocalisation_Lord_of_Slaanesh_Idle_Melee_swing			120.0000	
